"","doy","t","temp","seas","thresh","X5Ev"
"7518",214,2002-08-01,29.99,27.883,30.0394,0
"7519",215,2002-08-02,30.5,27.856,30.011,0
"7520",216,2002-08-03,30.33,27.8249,29.9775,0
"7521",217,2002-08-04,30.16,27.7882,29.9411,0
"7522",218,2002-08-05,29.99,27.7479,29.9016,0
"7523",219,2002-08-06,29.27,27.7059,29.8585,0
"7524",220,2002-08-07,26.51,27.6622,29.8121,0
"7525",221,2002-08-08,25.28,27.6167,29.7584,0
"7526",222,2002-08-09,24.67,27.57,29.7023,0
"7527",223,2002-08-10,25.28,27.5237,29.6463,0
"7528",224,2002-08-11,25.9,27.4778,29.586,0
"7529",225,2002-08-12,26.51,27.431,29.5214,0
"7530",226,2002-08-13,27.84,27.3837,29.4557,0
"7531",227,2002-08-14,27.12,27.3348,29.3924,0
"7532",228,2002-08-15,27.84,27.2835,29.333,0
"7533",229,2002-08-16,28.56,27.2285,29.274,0
"7534",230,2002-08-17,28.83,27.1694,29.2139,0
"7535",231,2002-08-18,29.1,27.1069,29.1556,0
"7536",232,2002-08-19,29.37,27.0421,29.0931,0
"7537",233,2002-08-20,29.89,26.9747,29.027,0
"7538",234,2002-08-21,28.76,26.9039,28.957,0
"7539",235,2002-08-22,27.33,26.8306,28.8829,0
"7540",236,2002-08-23,27.12,26.7548,28.8075,0
"7541",237,2002-08-24,27.57,26.676,28.7297,0
"7542",238,2002-08-25,28.01,26.5965,28.6496,0
"7543",239,2002-08-26,28.45,26.5178,28.568,0
"7544",240,2002-08-27,26.82,26.4389,28.4884,0
"7545",241,2002-08-28,25.28,26.3571,28.4114,0
"7546",242,2002-08-29,24.67,26.2708,28.3342,0
"7547",243,2002-08-30,24.57,26.1795,28.2549,0
"7548",244,2002-08-31,24.31,26.0833,28.1719,0
"7549",245,2002-09-01,24.05,25.9823,28.0858,0
"7550",246,2002-09-02,23.8,25.8775,27.9952,0
"7551",247,2002-09-03,23.54,25.7696,27.9069,0
"7552",248,2002-09-04,25.28,25.6585,27.8143,0
"7553",249,2002-09-05,25.9,25.5425,27.7208,0
"7554",250,2002-09-06,25.59,25.4208,27.623,0
"7555",251,2002-09-07,25.32,25.2953,27.5164,0
"7556",252,2002-09-08,25.04,25.1678,27.4077,0
"7557",253,2002-09-09,24.77,25.0387,27.3005,0
"7558",254,2002-09-10,26,24.9054,27.187,0
"7559",255,2002-09-11,26,24.767,27.0722,0
"7560",256,2002-09-12,23.65,24.6236,26.9556,0
"7561",257,2002-09-13,22.52,24.4754,26.834,0
"7562",258,2002-09-14,23.54,24.3235,26.7079,0
"7563",259,2002-09-15,24.57,24.1692,26.5764,0
"7564",260,2002-09-16,25.59,24.012,26.4447,0
"7565",261,2002-09-17,25.08,23.8522,26.3147,0
"7566",262,2002-09-18,25.38,23.6888,26.1848,0
"7567",263,2002-09-19,25.28,23.5205,26.0532,0
"7568",264,2002-09-20,25.49,23.3478,25.9234,0
"7569",265,2002-09-21,26.13,23.1723,25.7953,0
"7570",266,2002-09-22,26.78,22.9946,25.6699,0
"7571",267,2002-09-23,27.43,22.8152,25.5424,0
"7572",268,2002-09-24,25.08,22.6339,25.4124,0
"7573",269,2002-09-25,24.46,22.4488,25.2722,0
"7574",270,2002-09-26,23.65,22.2588,25.1187,0
"7575",271,2002-09-27,23.75,22.066,24.9453,0
"7576",272,2002-09-28,23.61,21.8713,24.7726,0
"7577",273,2002-09-29,23.48,21.675,24.5972,0
"7578",274,2002-09-30,23.34,21.4787,24.4213,0
"7579",275,2002-10-01,23.54,21.2822,24.245,0
"7580",276,2002-10-02,24.36,21.0847,24.0694,1
"7581",277,2002-10-03,25.38,20.8849,23.8938,1
"7582",278,2002-10-04,26.1,20.683,23.717,1
"7583",279,2002-10-05,25.49,20.4805,23.5344,1
"7584",280,2002-10-06,24.87,20.2781,23.3387,1
"7585",281,2002-10-07,24.26,20.0768,23.1454,1
"7586",282,2002-10-08,21.91,19.8746,22.9602,0
"7587",283,2002-10-09,20.27,19.6677,22.7663,0
"7588",284,2002-10-10,21.5,19.4553,22.5638,0
"7589",285,2002-10-11,22.21,19.2395,22.3607,0
"7590",286,2002-10-12,21.74,19.0234,22.155,0
"7591",287,2002-10-13,21.26,18.8089,21.9497,0
"7592",288,2002-10-14,20.78,18.5964,21.7493,0
"7593",289,2002-10-15,18.43,18.3837,21.5495,0
"7594",290,2002-10-16,18.63,18.169,21.3423,0
"7595",291,2002-10-17,17.92,17.9528,21.1343,0
"7596",292,2002-10-18,17.3,17.7348,20.9249,0
"7597",293,2002-10-19,17.2,17.516,20.7114,0
"7598",294,2002-10-20,17.1,17.3002,20.4958,0
"7599",295,2002-10-21,17,17.0892,20.2792,0
"7600",296,2002-10-22,15.56,16.88,20.0615,0
"7601",297,2002-10-23,14.13,16.6694,19.832,0
"7602",298,2002-10-24,16.08,16.4568,19.5933,0
"7603",299,2002-10-25,15.97,16.2415,19.3507,0
"7604",300,2002-10-26,16.38,16.0265,19.1181,0
"7605",301,2002-10-27,16.79,15.8131,18.9042,0
"7606",302,2002-10-28,17.2,15.6004,18.714,0
"7607",303,2002-10-29,14.95,15.3883,18.5198,0
"7608",304,2002-10-30,14.03,15.1774,18.3224,0
"7609",305,2002-10-31,13.01,14.9666,18.1223,0
"7610",306,2002-11-01,11.68,14.7565,17.9127,0
"7611",307,2002-11-02,11.58,14.5487,17.7052,0
"7612",308,2002-11-03,11.47,14.344,17.5037,0
"7613",309,2002-11-04,11.37,14.1418,17.2977,0
"7614",310,2002-11-05,11.58,13.9428,17.1032,0
"7615",311,2002-11-06,13.11,13.7469,16.9218,0
"7616",312,2002-11-07,11.06,13.5535,16.7422,0
"7617",313,2002-11-08,10.76,13.363,16.5608,0
"7618",314,2002-11-09,12.67,13.1783,16.3956,0
"7619",315,2002-11-10,14.58,12.9994,16.2363,0
"7620",316,2002-11-11,16.49,12.8252,16.0789,0
"7621",317,2002-11-12,17.51,12.6525,15.9269,0
"7622",318,2002-11-13,15.56,12.48,15.7762,0
"7623",319,2002-11-14,12.5,12.3077,15.6211,0
"7624",320,2002-11-15,13.42,12.1363,15.4594,0
"7625",321,2002-11-16,13.11,11.9662,15.3066,0
"7626",322,2002-11-17,12.8,11.7965,15.1546,0
"7627",323,2002-11-18,12.5,11.6255,15.0009,0
"7628",324,2002-11-19,11.17,11.4545,14.8449,0
"7629",325,2002-11-20,12.5,11.2817,14.6935,0
"7630",326,2002-11-21,12.5,11.1065,14.5396,0
"7631",327,2002-11-22,13.11,10.9302,14.3814,0
"7632",328,2002-11-23,12.19,10.7557,14.2314,0
"7633",329,2002-11-24,11.27,10.5838,14.0846,0
"7634",330,2002-11-25,10.35,10.4155,13.9445,0
"7635",331,2002-11-26,11.17,10.2496,13.806,0
"7636",332,2002-11-27,10.23,10.0848,13.6679,0
"7637",333,2002-11-28,9.29,9.9213,13.5156,0
"7638",334,2002-11-29,8.35,9.7608,13.3599,0
"7639",335,2002-11-30,7.42,9.6018,13.2046,0
"7640",336,2002-12-01,6.48,9.4434,13.0546,0
"7641",337,2002-12-02,5.54,9.2865,12.9072,0
"7642",338,2002-12-03,5.54,9.1319,12.761,0
"7643",339,2002-12-04,4.01,8.9805,12.6149,0
"7644",340,2002-12-05,4.01,8.8322,12.4736,0
"7645",341,2002-12-06,4.01,8.6849,12.3315,0
"7646",342,2002-12-07,4.21,8.5388,12.1905,0
"7647",343,2002-12-08,4.42,8.3956,12.0514,0
"7648",344,2002-12-09,4.62,8.2551,11.9139,0
"7649",345,2002-12-10,3.8,8.1163,11.7759,0
"7650",346,2002-12-11,5.23,7.9802,11.6431,0
"7651",347,2002-12-12,5.34,7.8476,11.5173,0
"7652",348,2002-12-13,5.95,7.7193,11.3912,0
"7653",349,2002-12-14,6.26,7.5941,11.2689,0
"7654",350,2002-12-15,6.56,7.4708,11.152,0
"7655",351,2002-12-16,6.87,7.3496,11.0463,0
"7656",352,2002-12-17,5.85,7.2318,10.9447,0
"7657",353,2002-12-18,5.34,7.119,10.8438,0
"7658",354,2002-12-19,5.64,7.0125,10.7459,0
"7659",355,2002-12-20,7.69,6.9116,10.6552,0
"7660",356,2002-12-21,7.62,6.8156,10.5678,0
"7661",357,2002-12-22,7.55,6.7238,10.4795,0
"7662",358,2002-12-23,7.48,6.6371,10.3959,0
"7663",359,2002-12-24,7.07,6.5553,10.3151,0
"7664",360,2002-12-25,7.48,6.4788,10.2468,0
"7665",361,2002-12-26,5.54,6.4067,10.1791,0
"7666",362,2002-12-27,4.62,6.3381,10.113,0
"7667",363,2002-12-28,4.79,6.2717,10.0359,0
"7668",364,2002-12-29,4.96,6.2073,9.9708,0
"7669",365,2002-12-30,5.13,6.1436,9.912,0
"7670",366,2002-12-31,6.15,6.0814,9.8597,0
"7671",1,2003-01-01,8,6.0213,9.8011,0
"7672",2,2003-01-02,9.02,5.9619,9.754,0
"7673",3,2003-01-03,8.61,5.9009,9.7066,0
"7674",4,2003-01-04,7.69,5.8374,9.6579,0
"7675",5,2003-01-05,6.77,5.7714,9.6088,0
"7676",6,2003-01-06,5.85,5.7045,9.5577,0
"7677",7,2003-01-07,4.72,5.6374,9.5112,0
"7678",8,2003-01-08,4.01,5.5699,9.4651,0
"7679",9,2003-01-09,5.85,5.502,9.4208,0
"7680",10,2003-01-10,6.97,5.4345,9.3773,0
"7681",11,2003-01-11,5.51,5.3679,9.3366,0
"7682",12,2003-01-12,4.04,5.3027,9.2992,0
"7683",13,2003-01-13,2.57,5.2419,9.2635,0
"7684",14,2003-01-14,2.98,5.1875,9.2345,0
"7685",15,2003-01-15,2.88,5.1398,9.2087,0
"7686",16,2003-01-16,2.37,5.0977,9.1791,0
"7687",17,2003-01-17,1.76,5.0599,9.1451,0
"7688",18,2003-01-18,1.52,5.0258,9.1079,0
"7689",19,2003-01-19,1.28,4.9966,9.0707,0
"7690",20,2003-01-20,1.04,4.973,9.0358,0
"7691",21,2003-01-21,1.14,4.9544,9.0038,0
"7692",22,2003-01-22,-0.39,4.9391,8.9754,0
"7693",23,2003-01-23,-0.19,4.9265,8.9499,0
"7694",24,2003-01-24,-0.25,4.9139,8.9199,0
"7695",25,2003-01-25,-0.31,4.8999,8.8824,0
"7696",26,2003-01-26,-0.37,4.8851,8.8452,0
"7697",27,2003-01-27,-0.43,4.872,8.8028,0
"7698",28,2003-01-28,-0.49,4.8633,8.7773,0
"7699",29,2003-01-29,0.12,4.8586,8.7576,0
"7700",30,2003-01-30,0.83,4.8581,8.7475,0
"7701",31,2003-01-31,2.57,4.8622,8.7375,0
"7702",32,2003-02-01,3.19,4.8726,8.7415,0
"7703",33,2003-02-02,3.8,4.8924,8.7525,0
"7704",34,2003-02-03,4.42,4.9223,8.7727,0
"7705",35,2003-02-04,6.36,4.9625,8.8017,0
"7706",36,2003-02-05,5.95,5.0122,8.8341,0
"7707",37,2003-02-06,5.64,5.0696,8.8699,0
"7708",38,2003-02-07,4.42,5.1328,8.9063,0
"7709",39,2003-02-08,4.55,5.201,8.9503,0
"7710",40,2003-02-09,4.69,5.274,8.9925,0
"7711",41,2003-02-10,4.82,5.3505,9.0341,0
"7712",42,2003-02-11,3.39,5.4305,9.0845,0
"7713",43,2003-02-12,4.52,5.5118,9.1323,0
"7714",44,2003-02-13,4.62,5.5905,9.1835,0
"7715",45,2003-02-14,3.7,5.6664,9.2309,0
"7716",46,2003-02-15,3.56,5.7408,9.2794,0
"7717",47,2003-02-16,3.43,5.8161,9.3361,0
"7718",48,2003-02-17,3.29,5.8954,9.4032,0
"7719",49,2003-02-18,3.8,5.979,9.4767,0
"7720",50,2003-02-19,3.6,6.0658,9.5594,0
"7721",51,2003-02-20,5.74,6.1568,9.6482,0
"7722",52,2003-02-21,7.18,6.2525,9.7369,0
"7723",53,2003-02-22,7.04,6.3542,9.8334,0
"7724",54,2003-02-23,6.9,6.4623,9.9337,0
"7725",55,2003-02-24,6.77,6.5795,10.0538,0
"7726",56,2003-02-25,7.79,6.7067,10.1928,0
"7727",57,2003-02-26,5.95,6.842,10.3477,0
"7728",58,2003-02-27,4.52,6.9817,10.5159,0
"7729",59,2003-02-28,5.03,7.1233,10.6843,0
"7730",61,2003-03-01,5.71,7.4115,11.0181,0
"7731",62,2003-03-02,6.39,7.5576,11.189,0
"7732",63,2003-03-03,7.07,7.704,11.3502,0
"7733",64,2003-03-04,5.34,7.8476,11.5052,0
"7734",65,2003-03-05,8.3,7.9885,11.6533,0
"7735",66,2003-03-06,10.86,8.126,11.795,0
"7736",67,2003-03-07,8,8.2612,11.936,0
"7737",68,2003-03-08,8.23,8.3979,12.0772,0
"7738",69,2003-03-09,8.47,8.539,12.2196,0
"7739",70,2003-03-10,8.71,8.6832,12.3589,0
"7740",71,2003-03-11,8.1,8.8316,12.507,0
"7741",72,2003-03-12,7.28,8.9842,12.6572,0
"7742",73,2003-03-13,9.43,9.1412,12.8028,0
"7743",74,2003-03-14,9.12,9.3031,12.9569,0
"7744",75,2003-03-15,9.33,9.4715,13.1131,0
"7745",76,2003-03-16,9.53,9.6452,13.2698,0
"7746",77,2003-03-17,9.73,9.8222,13.4245,0
"7747",78,2003-03-18,10.65,10.0014,13.5852,0
"7748",79,2003-03-19,10.25,10.1795,13.7394,0
"7749",80,2003-03-20,9.53,10.3563,13.9018,0
"7750",81,2003-03-21,10.86,10.5331,14.0602,0
"7751",82,2003-03-22,11.95,10.7089,14.2141,0
"7752",83,2003-03-23,13.04,10.8835,14.3766,0
"7753",84,2003-03-24,14.13,11.0559,14.5345,0
"7754",85,2003-03-25,14.75,11.2245,14.6995,0
"7755",86,2003-03-26,14.13,11.3884,14.8566,0
"7756",87,2003-03-27,14.44,11.5488,15.0043,0
"7757",88,2003-03-28,13.72,11.7091,15.1545,0
"7758",89,2003-03-29,12.84,11.8693,15.3095,0
"7759",90,2003-03-30,11.95,12.0308,15.4585,0
"7760",91,2003-03-31,11.06,12.1943,15.6099,0
"7761",92,2003-04-01,9.53,12.3604,15.7625,0
"7762",93,2003-04-02,10.96,12.5287,15.9123,0
"7763",94,2003-04-03,14.03,12.6979,16.0677,0
"7764",95,2003-04-04,14.54,12.869,16.2253,0
"7765",96,2003-04-05,14,13.0438,16.386,0
"7766",97,2003-04-06,13.45,13.2223,16.5527,0
"7767",98,2003-04-07,12.91,13.4043,16.7245,0
"7768",99,2003-04-08,9.63,13.5859,16.8968,0
"7769",100,2003-04-09,9.02,13.7649,17.0704,0
"7770",101,2003-04-10,8.1,13.9414,17.2455,0
"7771",102,2003-04-11,8.51,14.1148,17.4184,0
"7772",103,2003-04-12,9.36,14.2856,17.5934,0
"7773",104,2003-04-13,10.21,14.4541,17.7742,0
"7774",105,2003-04-14,11.06,14.621,17.9543,0
"7775",106,2003-04-15,13.01,14.7856,18.1308,0
"7776",107,2003-04-16,15.56,14.9473,18.3055,0
"7777",108,2003-04-17,16.28,15.1081,18.4823,0
"7778",109,2003-04-18,10.65,15.2684,18.6515,0
"7779",110,2003-04-19,11.78,15.4306,18.8206,0
"7780",111,2003-04-20,12.91,15.5963,18.9901,0
"7781",112,2003-04-21,14.03,15.7656,19.1611,0
"7782",113,2003-04-22,14.13,15.9379,19.3378,0
"7783",114,2003-04-23,14.85,16.1108,19.5075,0
"7784",115,2003-04-24,13.62,16.283,19.68,0
"7785",116,2003-04-25,13.93,16.4571,19.8464,0
"7786",117,2003-04-26,14.78,16.6356,20.0149,0
"7787",118,2003-04-27,15.63,16.8179,20.1844,0
"7788",119,2003-04-28,16.49,16.9994,20.3413,0
"7789",120,2003-04-29,18.22,17.1802,20.4866,0
"7790",121,2003-04-30,19.14,17.3582,20.6351,0
"7791",122,2003-05-01,19.35,17.533,20.7789,0
"7792",123,2003-05-02,20.68,17.7044,20.9309,0
"7793",124,2003-05-03,18.84,17.8725,21.0838,0
"7794",125,2003-05-04,17,18.04,21.2405,0
"7795",126,2003-05-05,15.16,18.2095,21.4041,0
"7796",127,2003-05-06,15.67,18.3775,21.5653,0
"7797",128,2003-05-07,18.63,18.5419,21.7265,0
"7798",129,2003-05-08,20.99,18.7034,21.8887,0
"7799",130,2003-05-09,20.27,18.8654,22.061,0
"7800",131,2003-05-10,20.27,19.0297,22.243,0
"7801",132,2003-05-11,20.27,19.1987,22.4302,0
"7802",133,2003-05-12,20.27,19.3728,22.6215,0
"7803",134,2003-05-13,19.14,19.5508,22.8175,0
"7804",135,2003-05-14,18.22,19.7297,23.0056,0
"7805",136,2003-05-15,18.33,19.9083,23.1873,0
"7806",137,2003-05-16,19.25,20.0858,23.3671,0
"7807",138,2003-05-17,17.54,20.2644,23.5461,0
"7808",139,2003-05-18,15.84,20.4443,23.7201,0
"7809",140,2003-05-19,14.13,20.6264,23.8924,0
"7810",141,2003-05-20,16.18,20.8096,24.0728,0
"7811",142,2003-05-21,18.74,20.991,24.2427,0
"7812",143,2003-05-22,18.12,21.1689,24.4173,0
"7813",144,2003-05-23,16.49,21.3426,24.5876,0
"7814",145,2003-05-24,17.24,21.5142,24.7548,0
"7815",146,2003-05-25,17.99,21.6873,24.9236,0
"7816",147,2003-05-26,18.74,21.8602,25.094,0
"7817",148,2003-05-27,19.14,22.0319,25.2609,0
"7818",149,2003-05-28,17.61,22.2011,25.4295,0
"7819",150,2003-05-29,18.74,22.3695,25.6025,0
"7820",151,2003-05-30,19.55,22.5376,25.7773,0
"7821",152,2003-05-31,19.21,22.7064,25.9525,0
"7822",153,2003-06-01,18.87,22.8766,26.1302,0
"7823",154,2003-06-02,18.53,23.0476,26.2985,0
"7824",155,2003-06-03,19.66,23.2198,26.4651,0
"7825",156,2003-06-04,20.17,23.3916,26.626,0
"7826",157,2003-06-05,20.99,23.5615,26.7773,0
"7827",158,2003-06-06,22.83,23.7317,26.9273,0
"7828",159,2003-06-07,22.15,23.9032,27.0724,0
"7829",160,2003-06-08,21.46,24.0759,27.2134,0
"7830",161,2003-06-09,20.78,24.2477,27.3438,0
"7831",162,2003-06-10,22.62,24.4164,27.4598,0
"7832",163,2003-06-11,23.13,24.5795,27.5645,0
"7833",164,2003-06-12,24.77,24.7359,27.6605,0
"7834",165,2003-06-13,25.38,24.8861,27.7494,0
"7835",166,2003-06-14,25.18,25.0319,27.8335,0
"7836",167,2003-06-15,24.98,25.1744,27.9174,0
"7837",168,2003-06-16,24.77,25.316,28.0045,0
"7838",169,2003-06-17,23.13,25.4559,28.0974,0
"7839",170,2003-06-18,21.6,25.5936,28.1961,0
"7840",171,2003-06-19,24.36,25.7273,28.2965,0
"7841",172,2003-06-20,24.26,25.8563,28.3893,0
"7842",173,2003-06-21,23.99,25.9813,28.4834,0
"7843",174,2003-06-22,23.71,26.1027,28.5679,0
"7844",175,2003-06-23,23.44,26.2216,28.6518,0
"7845",176,2003-06-24,24.77,26.3383,28.7346,0
"7846",177,2003-06-25,26.31,26.4523,28.8157,0
"7847",178,2003-06-26,27.53,26.563,28.8904,0
"7848",179,2003-06-27,28.56,26.6678,28.9626,0
"7849",180,2003-06-28,28.49,26.7672,29.0271,0
"7850",181,2003-06-29,28.42,26.8619,29.086,0
"7851",182,2003-06-30,28.35,26.9528,29.1449,0
"7852",183,2003-07-01,28.56,27.0414,29.2005,0
"7853",184,2003-07-02,27.43,27.1281,29.2537,0
"7854",185,2003-07-03,25.38,27.213,29.3084,0
"7855",186,2003-07-04,26.64,27.296,29.3612,0
"7856",187,2003-07-05,27.89,27.3757,29.4129,0
"7857",188,2003-07-06,29.14,27.4499,29.4668,0
"7858",189,2003-07-07,30.4,27.5184,29.5229,0
"7859",190,2003-07-08,30.09,27.582,29.5798,0
"7860",191,2003-07-09,29.37,27.6402,29.6326,0
"7861",192,2003-07-10,28.66,27.6927,29.6831,0
"7862",193,2003-07-11,28.35,27.7402,29.7347,0
"7863",194,2003-07-12,27.53,27.7829,29.786,0
"7864",195,2003-07-13,26.71,27.8206,29.8372,0
"7865",196,2003-07-14,25.9,27.8548,29.8848,0
"7866",197,2003-07-15,25.49,27.8865,29.9292,0
"7867",198,2003-07-16,26.31,27.9169,29.9714,0
"7868",199,2003-07-17,27.74,27.9444,30.0087,0
"7869",200,2003-07-18,28.35,27.9678,30.0383,0
"7870",201,2003-07-19,28.21,27.9858,30.0626,0
"7871",202,2003-07-20,28.08,27.9986,30.0835,0
"7872",203,2003-07-21,27.94,28.0071,30.1031,0
"7873",204,2003-07-22,28.76,28.0115,30.1195,0
"7874",205,2003-07-23,27.84,28.0125,30.1343,0
"7875",206,2003-07-24,25.79,28.0114,30.1425,0
"7876",207,2003-07-25,26.41,28.0066,30.1494,0
"7877",208,2003-07-26,26.78,27.9965,30.1491,0
"7878",209,2003-07-27,27.16,27.9814,30.1397,0
"7879",210,2003-07-28,27.53,27.964,30.1236,0
"7880",211,2003-07-29,27.74,27.946,30.1066,0
"7881",212,2003-07-30,25.18,27.9273,30.0879,0
"7882",213,2003-07-31,23.44,27.9065,30.0648,0
"7883",214,2003-08-01,25.69,27.883,30.0394,0
"7884",215,2003-08-02,26.41,27.856,30.011,0
"7885",216,2003-08-03,27.12,27.8249,29.9775,0
"7886",217,2003-08-04,27.84,27.7882,29.9411,0
"7887",218,2003-08-05,28.04,27.7479,29.9016,0
"7888",219,2003-08-06,27.02,27.7059,29.8585,0
"7889",220,2003-08-07,26.82,27.6622,29.8121,0
"7890",221,2003-08-08,25.79,27.6167,29.7584,0
"7891",222,2003-08-09,25.45,27.57,29.7023,0
"7892",223,2003-08-10,25.11,27.5237,29.6463,0
"7893",224,2003-08-11,24.77,27.4778,29.586,0
"7894",225,2003-08-12,24.67,27.431,29.5214,0
"7895",226,2003-08-13,25.49,27.3837,29.4557,0
"7896",227,2003-08-14,26.92,27.3348,29.3924,0
"7897",228,2003-08-15,27.84,27.2835,29.333,0
"7898",229,2003-08-16,27.7,27.2285,29.274,0
"7899",230,2003-08-17,27.57,27.1694,29.2139,0
"7900",231,2003-08-18,27.43,27.1069,29.1556,0
"7901",232,2003-08-19,26.92,27.0421,29.0931,0
"7902",233,2003-08-20,27.12,26.9747,29.027,0
"7903",234,2003-08-21,28.56,26.9039,28.957,0
"7904",235,2003-08-22,28.35,26.8306,28.8829,0
"7905",236,2003-08-23,27.57,26.7548,28.8075,0
"7906",237,2003-08-24,26.78,26.676,28.7297,0
"7907",238,2003-08-25,26,26.5965,28.6496,0
"7908",239,2003-08-26,26.2,26.5178,28.568,0
"7909",240,2003-08-27,26.92,26.4389,28.4884,0
"7910",241,2003-08-28,27.43,26.3571,28.4114,0
"7911",242,2003-08-29,28.04,26.2708,28.3342,0
"7912",243,2003-08-30,27.46,26.1795,28.2549,0
"7913",244,2003-08-31,26.88,26.0833,28.1719,0
"7914",245,2003-09-01,26.31,25.9823,28.0858,0
"7915",246,2003-09-02,27.84,25.8775,27.9952,0
"7916",247,2003-09-03,28.35,25.7696,27.9069,0
"7917",248,2003-09-04,27.33,25.6585,27.8143,0
"7918",249,2003-09-05,26.71,25.5425,27.7208,0
"7919",250,2003-09-06,25.86,25.4208,27.623,0
"7920",251,2003-09-07,25.01,25.2953,27.5164,0
"7921",252,2003-09-08,24.16,25.1678,27.4077,0
"7922",253,2003-09-09,23.95,25.0387,27.3005,0
"7923",254,2003-09-10,22.83,24.9054,27.187,0
"7924",255,2003-09-11,21.6,24.767,27.0722,0
"7925",256,2003-09-12,22.42,24.6236,26.9556,0
"7926",257,2003-09-13,23.75,24.4754,26.834,0
"7927",258,2003-09-14,25.08,24.3235,26.7079,0
"7928",259,2003-09-15,26.41,24.1692,26.5764,0
"7929",260,2003-09-16,26.2,24.012,26.4447,0
"7930",261,2003-09-17,23.85,23.8522,26.3147,0
"7931",262,2003-09-18,24.09,23.6888,26.1848,0
"7932",263,2003-09-19,24.33,23.5205,26.0532,0
"7933",264,2003-09-20,24.57,23.3478,25.9234,0
"7934",265,2003-09-21,24.8,23.1723,25.7953,0
"7935",266,2003-09-22,25.04,22.9946,25.6699,0
"7936",267,2003-09-23,25.28,22.8152,25.5424,0
"7937",268,2003-09-24,24.16,22.6339,25.4124,0
"7938",269,2003-09-25,23.95,22.4488,25.2722,0
"7939",270,2003-09-26,24.26,22.2588,25.1187,0
"7940",271,2003-09-27,24.16,22.066,24.9453,0
"7941",272,2003-09-28,24.05,21.8713,24.7726,0
"7942",273,2003-09-29,23.95,21.675,24.5972,0
"7943",274,2003-09-30,22.21,21.4787,24.4213,0
"7944",275,2003-10-01,20.37,21.2822,24.245,0
"7945",276,2003-10-02,19.04,21.0847,24.0694,0
"7946",277,2003-10-03,16.08,20.8849,23.8938,0
"7947",278,2003-10-04,16.76,20.683,23.717,0
"7948",279,2003-10-05,17.44,20.4805,23.5344,0
"7949",280,2003-10-06,18.12,20.2781,23.3387,0
"7950",281,2003-10-07,18.94,20.0768,23.1454,0
"7951",282,2003-10-08,19.86,19.8746,22.9602,0
"7952",283,2003-10-09,20.88,19.6677,22.7663,0
"7953",284,2003-10-10,21.29,19.4553,22.5638,0
"7954",285,2003-10-11,20.92,19.2395,22.3607,0
"7955",286,2003-10-12,20.54,19.0234,22.155,0
"7956",287,2003-10-13,20.17,18.8089,21.9497,0
"7957",288,2003-10-14,19.76,18.5964,21.7493,0
"7958",289,2003-10-15,19.76,18.3837,21.5495,0
"7959",290,2003-10-16,17.71,18.169,21.3423,0
"7960",291,2003-10-17,17.92,17.9528,21.1343,0
"7961",292,2003-10-18,17.17,17.7348,20.9249,0
"7962",293,2003-10-19,16.42,17.516,20.7114,0
"7963",294,2003-10-20,15.67,17.3002,20.4958,0
"7964",295,2003-10-21,17.2,17.0892,20.2792,0
"7965",296,2003-10-22,18.02,16.88,20.0615,0
"7966",297,2003-10-23,15.97,16.6694,19.832,0
"7967",298,2003-10-24,15.36,16.4568,19.5933,0
"7968",299,2003-10-25,15.87,16.2415,19.3507,0
"7969",300,2003-10-26,16.38,16.0265,19.1181,0
"7970",301,2003-10-27,16.89,15.8131,18.9042,0
"7971",302,2003-10-28,16.38,15.6004,18.714,0
"7972",303,2003-10-29,15.67,15.3883,18.5198,0
"7973",304,2003-10-30,14.64,15.1774,18.3224,0
"7974",305,2003-10-31,15.46,14.9666,18.1223,0
"7975",306,2003-11-01,16.35,14.7565,17.9127,0
"7976",307,2003-11-02,17.24,14.5487,17.7052,0
"7977",308,2003-11-03,18.12,14.344,17.5037,1
"7978",309,2003-11-04,19.25,14.1418,17.2977,1
"7979",310,2003-11-05,20.58,13.9428,17.1032,1
"7980",311,2003-11-06,21.4,13.7469,16.9218,1
"7981",312,2003-11-07,20.78,13.5535,16.7422,1
"7982",313,2003-11-08,17.71,13.363,16.5608,1
"7983",314,2003-11-09,14.64,13.1783,16.3956,0
"7984",315,2003-11-10,11.58,12.9994,16.2363,0
"7985",316,2003-11-11,12.5,12.8252,16.0789,0
"7986",317,2003-11-12,13.93,12.6525,15.9269,0
"7987",318,2003-11-13,15.46,12.48,15.7762,0
"7988",319,2003-11-14,10.55,12.3077,15.6211,0
"7989",320,2003-11-15,10.79,12.1363,15.4594,0
"7990",321,2003-11-16,11.03,11.9662,15.3066,0
"7991",322,2003-11-17,11.27,11.7965,15.1546,0
"7992",323,2003-11-18,12.09,11.6255,15.0009,0
"7993",324,2003-11-19,14.34,11.4545,14.8449,0
"7994",325,2003-11-20,14.23,11.2817,14.6935,0
"7995",326,2003-11-21,12.91,11.1065,14.5396,0
"7996",327,2003-11-22,13.38,10.9302,14.3814,0
"7997",328,2003-11-23,13.86,10.7557,14.2314,0
"7998",329,2003-11-24,14.34,10.5838,14.0846,0
"7999",330,2003-11-25,13.21,10.4155,13.9445,0
"8000",331,2003-11-26,11.68,10.2496,13.806,0
"8001",332,2003-11-27,12.29,10.0848,13.6679,0
"8002",333,2003-11-28,12.91,9.9213,13.5156,0
